2023-11-08 09:06:10.770 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:06:11.917 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:06:11.926 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:06:11.936 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:06:11.942 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.347 seconds (JVM running for 1.737)
2023-11-08 09:06:20.042 INFO  [http-nio-8086-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 09:06:20.042 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-08 09:06:20.042 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-08 09:07:42.750 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:07:42.753 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 3532 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:07:42.753 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:07:42.887 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:07:42.888 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:07:43.221 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:07:43.436 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:07:43.441 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:07:43.441 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:07:43.441 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:07:43.480 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:07:43.480 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 592 ms
2023-11-08 09:07:43.538 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: def442e5-a84d-446e-b73d-2768d64a1757

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:07:43.585 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1ed899f7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7d667880, org.springframework.security.web.context.SecurityContextPersistenceFilter@18fa9b82, org.springframework.security.web.header.HeaderWriterFilter@3b9cc9f, org.springframework.security.web.csrf.CsrfFilter@572373c, org.springframework.security.web.authentication.logout.LogoutFilter@1f363c1b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@487cc1da, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3f74f00b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70b38d74, org.springframework.security.web.session.SessionManagementFilter@6c25661d, org.springframework.security.web.access.ExceptionTranslationFilter@e541253, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@65cbd9ed]
2023-11-08 09:07:43.671 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-08 09:07:43.821 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:07:43.830 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:07:43.840 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:07:43.847 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.258 seconds (JVM running for 1.641)
2023-11-08 09:07:46.338 INFO  [http-nio-8086-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 09:07:46.338 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-08 09:07:46.338 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-08 09:08:19.257 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:08:19.260 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 5072 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:08:19.260 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:08:19.393 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:08:19.393 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:08:19.719 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:08:19.930 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:08:19.934 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:08:19.935 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:08:19.935 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:08:19.973 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:08:19.973 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 580 ms
2023-11-08 09:08:20.026 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 30319f13-4d5b-49ec-83ba-6e104952c5fc

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:08:20.073 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5fad50b9, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@241cc260, org.springframework.security.web.context.SecurityContextPersistenceFilter@124a9dd6, org.springframework.security.web.header.HeaderWriterFilter@5a55d038, org.springframework.security.web.csrf.CsrfFilter@26b5cd93, org.springframework.security.web.authentication.logout.LogoutFilter@1e6dfbf1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ddf4b1b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@60544ac0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@182b8bef, org.springframework.security.web.session.SessionManagementFilter@1766b3de, org.springframework.security.web.access.ExceptionTranslationFilter@7c1e9b42, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@566c93f3]
2023-11-08 09:08:20.159 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-08 09:08:20.310 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:08:20.319 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:08:20.329 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:08:20.335 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.236 seconds (JVM running for 1.611)
2023-11-08 09:08:22.161 INFO  [http-nio-8086-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 09:08:22.161 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-08 09:08:22.162 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-08 09:25:00.475 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:25:00.480 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 5700 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:25:00.480 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:25:00.618 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:25:00.618 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:25:00.970 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:25:01.190 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:25:01.195 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:25:01.195 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:25:01.196 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:25:01.237 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:25:01.237 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 619 ms
2023-11-08 09:25:01.294 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: f80280f0-5780-48d9-8bef-a9c144a4a128

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:25:01.345 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5a0a797, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4d30ae23, org.springframework.security.web.context.SecurityContextPersistenceFilter@5b4955d7, org.springframework.security.web.header.HeaderWriterFilter@db68744, org.springframework.security.web.csrf.CsrfFilter@23b33f59, org.springframework.security.web.authentication.logout.LogoutFilter@605b457d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@16aae181, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4116ad20, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e2fdcb8, org.springframework.security.web.session.SessionManagementFilter@6c3187e2, org.springframework.security.web.access.ExceptionTranslationFilter@47c70a61, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7d667880]
2023-11-08 09:25:01.440 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-08 09:25:01.603 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:25:01.612 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:25:01.622 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:25:01.628 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.333 seconds (JVM running for 1.768)
2023-11-08 09:25:19.572 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:25:19.572 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 2024 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:25:19.574 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:25:19.734 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:25:19.735 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:25:20.114 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:25:20.348 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:25:20.353 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:25:20.354 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:25:20.354 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:25:20.398 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:25:20.399 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 664 ms
2023-11-08 09:25:20.458 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: dbe8fd3f-e8c5-4e71-8ff8-7f13ee71a5ed

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:25:20.512 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@59819a0c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@e0704c4, org.springframework.security.web.context.SecurityContextPersistenceFilter@ec3fee8, org.springframework.security.web.header.HeaderWriterFilter@74cefab5, org.springframework.security.web.csrf.CsrfFilter@62925cb1, org.springframework.security.web.authentication.logout.LogoutFilter@4fd62542, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@32cc9f4f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54d03f3e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@222483db, org.springframework.security.web.session.SessionManagementFilter@7b902a33, org.springframework.security.web.access.ExceptionTranslationFilter@51e3e6a1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7d882a11]
2023-11-08 09:25:20.606 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-08 09:25:20.768 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:25:20.778 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:25:20.789 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:25:20.796 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.401 seconds (JVM running for 1.85)
2023-11-08 09:25:30.654 INFO  [http-nio-8086-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 09:25:30.654 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-08 09:25:30.654 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-08 09:27:49.050 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:27:49.052 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 2532 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:27:49.053 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:27:49.213 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:27:49.213 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:27:49.552 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:27:49.767 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:27:49.772 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:27:49.772 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:27:49.772 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:27:49.814 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:27:49.814 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 601 ms
2023-11-08 09:27:49.869 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: cc0977b5-5a52-401d-9831-990ea07fd3a7

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:27:49.919 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1dda54ff, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2e8f1f51, org.springframework.security.web.context.SecurityContextPersistenceFilter@78d2376b, org.springframework.security.web.header.HeaderWriterFilter@2a029cc5, org.springframework.security.web.csrf.CsrfFilter@4a7d89c4, org.springframework.security.web.authentication.logout.LogoutFilter@5b9d2688, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@42c90fb1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@67109a6d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5d818a4b, org.springframework.security.web.session.SessionManagementFilter@6627046c, org.springframework.security.web.access.ExceptionTranslationFilter@5080c89f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@69bf904d]
2023-11-08 09:27:50.007 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-08 09:27:50.152 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-08 09:27:50.161 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8086"]
2023-11-08 09:27:50.171 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8086 (http) with context path ''
2023-11-08 09:27:50.177 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.287 seconds (JVM running for 1.694)
2023-11-08 09:28:03.415 INFO  [http-nio-8086-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 09:28:03.415 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-08 09:28:03.415 INFO  [http-nio-8086-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-08 09:37:51.408 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-08 09:37:51.412 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-015 with PID 3476 (D:\park\pro05\shop\build\classes\java\main started by db400tea in D:\park\pro05\shop)
2023-11-08 09:37:51.412 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-08 09:37:51.542 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 09:37:51.542 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 09:37:51.874 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-08 09:37:52.090 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8086 (http)
2023-11-08 09:37:52.094 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8086"]
2023-11-08 09:37:52.095 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-08 09:37:52.095 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-08 09:37:52.138 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-08 09:37:52.138 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 596 ms
2023-11-08 09:37:52.192 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: d4a966ba-8ab1-4302-b30a-4337bf8d08d8

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-08 09:37:52.243 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@122af558, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@11c8e54d, org.springframework.security.web.context.SecurityContextPersistenceFilter@780a078e, org.springframework.security.web.header.HeaderWriterFilter@2299f9aa, org.springframework.security.web.csrf.CsrfFilter@148b2d46, org.springframework.security.web.authentication.logout.LogoutFilter@19d90480, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@55845701, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@44758c75, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@144e730b, org.springframework.security.web.session.SessionManagementFilter@18d9028f, org.springframework.security.web.access.ExceptionTranslationFilter@4b6b36e9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@43ee3844]
